"Participant","Session","MsgId","Type","Messages","CurrentAction","NextIntents","ResponseNextMsg?","ResponseMsgId","ResponseMessages","ResponseCurrentAction","ResponseNextIntents","App","AppVersion"
"P1","03a788b4-cd21-4e97-9c63-1d20cc9a9fe7","52","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P1-ATimeTracker-0.20-03a788b4-cd21-4e97-9c63-1d20cc9a9fe7</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","","","","","","ATimeTracker","0.20"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","1","user","P1","","","y","2","Hi P1; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","2","bot","Hi P1; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 0","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","3","user","; selectedValues = 0","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","y","5","the app crashed","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","5","user","the app crashed","","","y","6","Oops; your description doesn't seem to match the language of the app. Please <b>rephrase the incorrect behavior</b> differently","REPHRASE_OB","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","6","bot","Oops; your description doesn't seem to match the language of the app. Please <b>rephrase the incorrect behavior</b> differently","REPHRASE_OB","OB_DESCRIPTION","y","7","After clicking on the Add previous comment option; the app has stopped","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","7","user","After clicking on the Add previous comment option; the app has stopped","","","y","8","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","8","bot","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","y","9","The app should not have crashed","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","9","user","The app should not have crashed","","","y","10","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","10","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","11","DroidWeight shouldn't have stopped working after hitting ""Add previous comment""","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","11","user","DroidWeight shouldn't have stopped working after hitting ""Add previous comment""","","","y","12","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","12","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","13","I clicked on Weight to enter a value","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","13","user","I clicked on Weight to enter a value","","","y","14","Oops; it seems this step refers to multiple UI components (e.g.; the ""user Height (Enter your height)"" text field or the ""user Weight (Enter your weight)"" text field). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","14","bot","Oops; it seems this step refers to multiple UI components (e.g.; the ""user Height (Enter your height)"" text field or the ""user Weight (Enter your weight)"" text field). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","y","15","I click on Weight to set current weight in kg","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","15","user","I click on Weight to set current weight in kg","","","y","16","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","16","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","17","I entered a value ","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","17","user","I entered a value ","","","y","18","Oops; the terms ""value"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","18","bot","Oops; the terms ""value"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","19","I entered a weight value","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","19","user","I entered a weight value","","","y","20","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","20","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","21","I clicked on the Go button","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","21","user","I clicked on the Go button","","","y","22","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","22","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","23","yes","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","23","user","yes","","","y","24","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","24","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","25","I click on the Set Current Weight in kg button","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","25","user","I click on the Set Current Weight in kg button","","","y","26","Oops; some vocabulary in this step is missing or I wasn't able to identify it. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","26","bot","Oops; some vocabulary in this step is missing or I wasn't able to identify it. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","27","I click the button to Set Current Weight in kg","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","27","user","I click the button to Set Current Weight in kg","","","y","28","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","28","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","29","I long tapped the Weight register ","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","29","user","I long tapped the Weight register ","","","y","30","Oops; it seems this step refers to multiple UI components (e.g.; the ""label (Weight)"" text view or the ""label measure (Weight:)"" text view or the ""label (Starting Weight)"" text view). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","30","bot","Oops; it seems this step refers to multiple UI components (e.g.; the ""label (Weight)"" text view or the ""label measure (Weight:)"" text view or the ""label (Starting Weight)"" text view). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","y","31","I long tapped the Weight record","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","31","user","I long tapped the Weight record","","","y","32","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","32","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","33","I tapped the Add previous comment option","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","33","user","I tapped the Add previous comment option","","","y","34","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","34","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","35","yes","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","35","user","yes","","","y","36","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","36","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","37","Delete step x","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","37","user","Delete step x","","","y","38","","DO_NOTHING","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","38","bot","","DO_NOTHING","S2R_DESCRIPTION","y","39","Delete step x","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","39","user","Delete step x","","","y","40","","DO_NOTHING","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","40","bot","","DO_NOTHING","S2R_DESCRIPTION","y","41","I click the button to Set Current Weight in kg","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","41","user","I click the button to Set Current Weight in kg","","","y","42","Oops; the terms ""button"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","42","bot","Oops; the terms ""button"" <b>do not match a valid UI component</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","43","I click the button to Set Current Weight in kg","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","43","user","I click the button to Set Current Weight in kg","","","y","44","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","44","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","45","I tapped on the Weight record","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","45","user","I tapped on the Weight record","","","y","46","Oops; I couldn't recognize the step. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","46","bot","Oops; I couldn't recognize the step. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","47","I clicked on the Weight record","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","47","user","I clicked on the Weight record","","","y","48","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","48","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","49","I entered a comment","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","49","user","I entered a comment","","","y","50","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","50","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","51","yes","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","51","user","yes","","","y","52","It seems that no specific input or value was provided for the step. Please provide an input (e.g.; 5)","SPECIFY_INPUT_S2R","S2R_INPUT","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","52","bot","It seems that no specific input or value was provided for the step. Please provide an input (e.g.; 5)","SPECIFY_INPUT_S2R","S2R_INPUT","y","53","hi","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","53","user","hi","","","y","54","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","54","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","55","I clicked on the Go button","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","55","user","I clicked on the Go button","","","y","56","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","56","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","57","yes","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","57","user","yes","","","y","58","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","58","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","59","I long tapped the Weight record","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","59","user","I long tapped the Weight record","","","y","60","Oops; it seems this step refers to multiple UI components (e.g.; the ""label (Weight)"" text view or the ""label measure (Weight:)"" text view or the ""label (Starting Weight)"" text view). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","60","bot","Oops; it seems this step refers to multiple UI components (e.g.; the ""label (Weight)"" text view or the ""label measure (Weight:)"" text view or the ""label (Starting Weight)"" text view). Please <b>rephrase the step</b> more accurately <b>or provide a different step</b>?","DISAMBIGUATE_S2R","S2R_AMBIGUOUS_SELECTED","y","61","I long tapped the Weight record","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","61","user","I long tapped the Weight record","","","y","62","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","62","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","63","I tapped the Add previous comment option","","","Droid_Weight","1.5.4"
"P1","6f6325ac-d8cc-46cf-b37c-b54a6c7fbacf","63","user","I tapped the Add previous comment option","","","y","64","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
